first_name,last_name,urls
Dan,Harris,"['https://tricycle.org/trikedaily/5-reasons-everyone-else-hard-time-meditating/', 'http://abc7ny.com/health/meditating-a-few-minutes-a-day-can-bring-real-health-benefits/2938867/', 'https://www.chinalawblog.com/2018/01/why-changing-china-suppliers-can-be-so-risky.html']"
Dan,Harris,"['http://www.oxfordmail.co.uk/sport/football/headlines/15824527.New_academy_chief_Dan_Harris_outlines_plans_to_think_big_at_Oxford_United/', 'https://www.fantasypros.com/nfl/notes/99698/torrey-smith-2017-week-19-outlook.php', 'https://www.fantasypros.com/nfl/notes/99707/adam-thielen-2017-week-19-outlook.php', 'https://www.fantasypros.com/nfl/notes/99706/stefon-diggs-2017-week-19-outlook.php']"
Dan,Harris,"['https://www.huffingtonpost.com/entry/dan-harris-how-to-mentally-train-the-mind-ten-minutes_us_5a53e0dfe4b0cd114bdb35b0', 'http://www.thenational.scot/news/15816552.2017_was_an_exciting_year_for_the_Caithness_Broch_Project/', 'https://audioboom.com/posts/6587806-dan-harris']"
Dan,Harris,['https://www.bostonglobe.com/opinion/2018/01/08/the-trump-yammer-that-head/AcNBvsKCSQbtgU1vtOBtII/story.html']
Dan,Harris,['http://www.delphosherald.com/Content/News/News/Article/Still-time-to-turn-in-winter-reading-program-logs/191/1183/205433']
Dan,Harris,"['https://www.thedailybeast.com/byron-katie-wants-you-to-ask-if-everything-you-know-is-wrong', 'https://www.publishersweekly.com/pw/by-topic/industry-news/bookselling/article/75763-this-week-s-bestsellers-january-8-2018.html', 'https://www.falkirkherald.co.uk/news/still-time-to-see-bonnie-prince-lego-and-his-friends-1-4655086']"
Dan,Harris,"['http://wvik.org/post/meditation-fidgety-skeptics-offers-practical-advice-stressed-out-cynics', 'http://abcnews.go.com/Politics/note-trump-bannons-bromance-broken-rebound/story%3Fid%3D52128885', 'http://www.chron.com/entertainment/article/WALL-STREET-JOURNAL-BEST-SELLERS-12474505.php', 'https://mumbaimirror.indiatimes.com/others/health-lifestyle/use-mindfulness-to-regain-happiness/articleshow/62384953.cms']"
Jonathan,Barry,"['http://www.worcesternews.co.uk/news/regional/worcestershire/15920512.Worcestershire_Education_Awards_2018__Businesses_rallying_around_to_give_prizes_to_our_best_schools__nurseries__colleges_and_groups/', 'https://www.bloombergquint.com/markets/2018/02/05/how-coaching-kids-hockey-helps-larry-robbins-oversee-glenview', 'http://www.worcesternews.co.uk/news/15921034.Freeze_in_city_council_tax_proposed/']"
Bernard,Osher,['http://tucson.com/news/local/curiosity-never-retires-for-lifelong-learners-at-university-of-arizona/article_e4dc3a0b-ac32-5a94-8a33-024c02a36f61.html']
Bernard,Osher,['http://www.tucsonlocalmedia.com/foothillsnews/article_fc8bf378-0b98-11e8-95ab-770b375ef49e.html']
Bernard,Osher,['http://www.gvnews.com/news/million-grant-aids-olli-classes/article_ce0078ee-f7b6-11e7-8004-b751f6c38c11.html']
Bernard,Osher,"['http://news.usm.edu/article/osher-lifelong-learning-institute-releases-spring-2018-schedule', 'http://www.newsminer.com/news/kris_capps/olli-classes-offer-health-club-for-your-mind/article_8a153386-f6ad-11e7-b9f2-dbd13535f66f.html']"
Bernard,Osher,['https://www.conwaydailysun.com/news/local/olli-previewing-upcoming-classes-at-open-house-monday/article_1312ffb6-f252-11e7-982e-0b2cd924b9fb.html']
Dan,Harris,"['https://www.mindbodygreen.com/articles/dan-harris-mindbodygreen-podcast', 'https://www.rdrnews.com/2018/01/01/u-s-border-patrol-revamps-training-new-longer-curriculum-includes-substantial-increase-in-scenario-based-learning/', 'https://www.belfasttelegraph.co.uk/news/northern-ireland/forecasters-warn-of-80mph-wind-gusts-as-storm-eleanor-heads-for-uk-36450364.html', 'https://www.fantasypros.com/nfl/news/144914/dan-bailey-misses-extra-point-win.php']"
Dan,Harris,"['http://www.chicagotribune.com/suburbs/post-tribune/sports/ct-ptb-bowling-scores-st-0208-20180207-story.html', 'http://www.adweek.com/tvnewser/abc-newsers-turn-out-in-full-force-to-celebrate-linsey-daviss-new-book/357056']"
Edward,Snyder,['http://markets.businessinsider.com/news/stocks/Analysis-Group-Recognized-as-a-Leading-Global-Economic-Consultancy-by-Global-Competition-Review-1014975626']
Dan,Harris,"['http://www.adweek.com/tvnewser/lara-logan-will-interview-jeff-fager-at-south-by-southwest/356193', 'http://www.ardmoreite.com/news/20180212/dr-bill-barrett', 'http://www.worcesternews.co.uk/sport/15988481.Worcester_Sunday_League_round_up__FC_Malvern_stun_The_Gloster_Arms_to_reach_cup_semi_finals/', 'https://www.fantasypros.com/2018/02/fantasy-baseball-dynasty-trade-value-chart-updated/']"
Dan,Harris,['http://abcnews.go.com/GMA/video/scenes-taylor-swifts-latest-video-featuring-ed-sheeran-52983579']
Dan,Harris,['http://www.kpcnews.com/thestar/article_f8717dd0-0e6d-11e8-b048-2b37f8e9ff14.html']
Dan,Harris,"['https://newtownbee.com/avielle-foundations-first-brainstorm-experience-sells-out-eth-theatre/', 'https://www.fantasypros.com/2018/02/dynasty-strategy-acquiring-draft-picks-fantasy-football/', 'http://www.nzherald.co.nz/sponsored-stories/news/article.cfm%3Fc_id%3D1503708%26objectid%3D11990994', 'http://www.richroll.com/podcast/dan-harris-2/']"
Dan,Harris,"['https://www.forbes.com/sites/danschawbel/2018/01/02/dan-harris-how-meditation-can-make-you-happier-and-more-successful/', 'https://www.wnyc.org/story/dan-harris-meditation-skeptics/', 'http://www.oxfordmail.co.uk/sport/football/headlines/15805248.Oxford_United_appoint_Dan_Harris_as_head_of_academy/', 'https://www.thetimes.co.uk/edition/news/storm-eleanor-to-lash-britain-with-gales-and-debris-t6xwvqs36']"
Dan,Harris,"['http://abcnews.go.com/GMA/video/top-health-tips-strong-mind-body-year-52081414', 'https://www.theguardian.com/uk-news/2018/jan/01/britain-braced-wet-windy-start-2018-weather-warnings', 'http://www.mirror.co.uk/news/uk-news/uk-weather-back-work-bump-11781223', 'https://www.metoffice.gov.uk/news/releases/2018/wet-and-windy-start-to-january']"
Dan,Harris,"['http://abcnews.go.com/GMA/video/dan-harris-aims-make-practice-meditation-accessible-52068583', 'https://www.fantasypros.com/nfl/notes/99031/greg-olsen-2017-week-17-outlook.php', 'https://www.fantasypros.com/nfl/notes/99044/new-orleans-defense-2017-week-17-outlook.php', 'https://www.fantasypros.com/nfl/notes/99023/mike-evans-2017-week-17-outlook.php']"
Sandy,Maisel,['https://www.pressherald.com/2018/02/13/lepage-says-he-has-delivered-what-he-promised-to-maine-but-some-see-it-differently/']
Sandy,Maisel,['http://colbyechonews.com/6906-2/']
Malcolm,Chace,['https://bangordailynews.com/2018/02/13/news/mid-maine/colby-grad-donates-1m-for-community-center/']
Malcolm,Chace,['https://www.centralmaine.com/2018/02/15/colby-college-alum-donates-1-million-gift-for-community-space-and-series-of-events/']
Malcolm,Chace,['http://www.wabi.tv/content/news/New-Space-For-Colby-Students-Thanks-To-Million-Dollar-Donation-473956083.html']
Malcolm,Chace,['http://www.colby.edu/news/2018/02/08/community-space-speaker-series-supported-by-1-million-chace-family-gift/']
Paul,Schupf,['https://www.colby.edu/news/2018/03/07/colby-secures-2-million-commitment-for-contemporary-gallery-in-downtown-arts-center/']
Paul,Schupf,"['https://www.pressherald.com/2018/03/12/colby-college-arts-center-gets-2-million-gift/', 'https://www.centralmaine.com/2018/03/12/colby-supporter-donates-2-million-for-contemporary-art-gallery-in-future-downtown-arts-center/']"
Phillip,Frost,['https://www.gurufocus.com/news/651410/weekly-ceo-buys-highlight']
Phillip,Frost,"['https://friscofastball.com/opko-health-inc-nasdaqopks-stock-insider-deal-phillip-frost-acquires-32000-shares/', 'https://hyperallergic.com/430050/dawoud-bey-the-birmingham-project-fiu/']"
Phillip,Frost,['https://www.bizjournals.com/southflorida/news/2018/03/08/lts-adds-advisory-firms-with-700m-in-assets.html']
Phillip,Frost,['https://www.technologynewsroom.com/2018/03/08/opko-health-inc-opks-insider-phillip-frost-paid-for-75000-shares-shorts-at-nws-holdings-ltd-ordinary-shares-be-nwszf-raised-by-56/']
Phillip,Frost,['http://www.miamiherald.com/news/local/community/miami-dade/pinecrest/article203812274.html']
Phillip,Frost,"['http://www.miamiherald.com/news/local/community/miami-dade/article203122379.html', 'https://bzweekly.com/2018/03/05/phillip-frost-just-invested-in-364800-shares-of-opko-health-inc-nasdaqopk-be-careful-if-you-are-short/', 'https://kgazette.com/phillip-frost-the-ceo-synthos-sa-unsponsored-adr-poland-synyy-shorts-up-by-300/']"
Phillip,Frost,"['https://www.bizjournals.com/southflorida/news/2018/03/02/opko-health-revenue-profits-take-a-hit-in-q4.html', 'https://www.equities.com/news/opko-health-inc-opk-moves-higher-on-volume-spike-for-march-02']"
Phillip,Frost,"['https://seekingalpha.com/article/4152628-opko-healths-opk-ceo-phillip-frost-q4-2017-results-earnings-call-transcript', 'https://www.huffingtonpost.com/entry/alberto-carvalho-new-york_us_5a984d26e4b0479c02506d8f']"
Phillip,Frost,['http://www.southflorida.com/theater-and-arts/art/sf-womens-history-month-art-exhibits-miami-pompano-beach-20180227-story.html']
Phillip,Frost,['https://www.gurufocus.com/news/646007/weekly-ceo-buys-highlight']
Phillip,Frost,['https://www.mmahotstuff.com/2018/02/22/is-opko-health-inc-opk-stock-a-buy-after-phillip-frosts-insider-transaction-luminus-management-lifted-tyson-foods-tsn-holding.html']
Phillip,Frost,['https://www.gurufocus.com/news/643221/weekly-ceo-buys-highlight']
Phillip,Frost,['https://www.sec.gov/Archives/edgar/data/898860/000120919118005018/0001209191-18-005018.txt']
Phillip,Frost,['https://presstelegraph.com/phillip-frost-insider-trade-for-185000-shares-of-opko-health-inc-nasdaqopk/']
Phillip,Frost,"['https://www.bizjournals.com/southflorida/news/2018/02/12/frost-backed-company-adds-two-financial-advisory.html', 'https://www.gurufocus.com/news/639442/weekly-ceo-buys-highlight']"
Phillip,Frost,['https://www.equities.com/news/opko-health-inc-opk-moves-lower-on-volume-spike-for-february-09']
Phillip,Frost,['http://reurope.com/2018/02/08/opko-health-inc-nasdaqopk-ceo-chairman-phillip-frost-acquires-329251-in-stock/']
Phillip,Frost,['https://kldaily.com/opko-health-inc-nasdaqopks-ceo-chairman-phillip-frost-purchased-60000-shares-of-the-company/']
Phillip,Frost,['https://weeklyregister.com/phillip-frost-purchased-50000-shares-of-opko-health-inc-nasdaqopk/']
Phillip,Frost,['https://presstelegraph.com/phillip-frost-just-obtained-55000-shares-of-opko-health-inc-nasdaqopk-be-careful-if-you-are-short/']
Phillip,Frost,"['https://www.miamiherald.com/news/business/biz-columns-blogs/movers/article198002849.html', 'https://www.technologynewsroom.com/2018/02/05/the-ceo-saba-capital-management-lp-decreased-genworth-finl-gnw-stake/']"
Phillip,Frost,"['https://www.philanthropy.com/article/James-Beard-Foundation-Serves/242420', 'https://www.artandeducation.net/news/176451/patricia-phillip-frost-art-museum-appoints-amy-galpin-as-chief-curator']"
Phillip,Frost,"['https://www.artforum.com/archive/id%3D74107', 'https://finnewsdaily.com/reasons-for-phillip-frosts-share-acquisition-of-opko-health-inc-nasdaqopks-stock/', 'http://www.artfixdaily.com/artwire/release/7198-dangerous-women-exhibition-traces-shifting-perceptions-of-females']"
Phillip,Frost,"['https://www.broadwayworld.com/miami/article/The-Patricia-And-Phillip-Frost-Art-Museum-FIU-Appoints-Amy-Galpin-As-New-Curator-20180131', 'https://news.artnet.com/art-world/art-industry-news-february-1-2018-1213316']"
Phillip,Frost,"['https://normanweekly.com/reasons-for-phillip-frosts-share-acquisition-of-opko-health-inc-opks-stock-dollar-tree-dltr-has-1-03-sentiment/', 'https://www.gurufocus.com/news/630968/weekly-ceo-buys-highlight']"
Phillip,Frost,['https://www.benzinga.com/news/18/01/11091238/benzingas-insider-buys-of-the-week-beigene-opko-health-and-more']
Phillip,Frost,"['https://www.bizjournals.com/southflorida/news/2018/01/26/opko-health-announces-resignation-of-diagnostic.html', 'https://www.liveauctioneers.com/news/people/natasha-dsouza-named-frost-art-museum-post/']"
Phillip,Frost,"['http://bzweekly.com/2018/01/26/opko-health-inc-nasdaqopks-ceo-chairman-phillip-frost-picked-up-75000-shares/', 'http://markets.businessinsider.com/news/stocks/OPKO-Health-Announces-Leadership-Changes-at-BioReference-Laboratories-1014125191']"
Phillip,Frost,"['https://www.equities.com/news/opko-health-inc-opk-moves-higher-on-volume-spike-for-january-24', 'https://flintdaily.com/an-insider-phillip-frost-acquires-100000-shares-of-opko-health-inc-opk-valueact-holdings-lp-boosted-by-51-85-million-its-trinity-inds-trn-position/']"
Phillip,Frost,['https://normanweekly.com/inside-purchase-phillip-frost-obtained-100000-shares-of-opko-health-inc-opk-4-analysts-are-bullish-lundin-gold-inc-tselug-last-week/']
Phillip,Frost,['https://www.streetinsider.com/SEC%2BFilings/Form%2B8-K%2BCastle%2BBrands%2BInc%2BFor%253A%2BJan%2B18/13706484.html']
Phillip,Frost,"['https://news.fiu.edu/2018/01/the-frost-announces-spring-2018-season-schedule/118768', 'https://www.equities.com/news/opko-health-inc-opk-moves-lower-on-volume-spike-for-january-16']"
Phillip,Frost,"['http://www.miamiherald.com/news/local/community/miami-dade/article193875089.html', 'https://news.fiu.edu/2018/01/fiu-to-host-27th-annual-martin-luther-king-celebration/118704']"
Phillip,Frost,['https://www.bizjournals.com/southflorida/news/2018/01/09/grove-bank-trust-hires-vazquez-as-president.html']
Phillip,Frost,['https://hyperallergic.com/420102/a-deeply-modern-cuban-artist-who-connected-with-the-divine/']
Curt,Gowdy,"['http://m.startribune.com/steve-merchant-retiring-after-30-years-at-minnesota-dnr/463082353/%3Fsection%3Dsports%252Foutdoors', 'https://www.wvgazettemail.com/sports/columnists/frank_giardina/frank-giardina-memories-of-the-wvu-utah-liberty-bowl/article_6dd2918b-2fd4-5025-bdba-a16ad00bf8d0.html']"
Anne,Wolff,['http://www.hartfordbusiness.com/article/20180402/NEWS01/180409998/wallingfords-amphenol-names-banking-leader-wolff-to-companys-board']
Anne,Wolff,['https://www.businesswire.com/news/home/20180402005243/en/Anne-Clarke-Wolff-Appointed-Board-Directors-Amphenol']
Malcolm,Chace,['https://www.capecod.com/lifestyle/the-story-of-point-gammon-lighthouse/']
Joan,Alfond,['http://www.centralmaine.com/2017/11/13/snow-pond-arts-center-in-sidney-a-gift-worth-supporting/']
Joseph,Boulos,['https://www.zawya.com/mena/en/story/Bahrains_Arcapita_Mumtalakat_acquire_NAS_United_Healthcare-SNG_101360760/']
Joseph,Boulos,['http://www.prnewswire.com/news-releases/arcapita-and-mumtalakat-acquire-nas-united-healthcare-services-650380833.html']
Joseph,Boulos,['http://www.pressherald.com/2017/09/06/bowdoin-receives-10m-donation-for-coastal-studies-center/']
Joan,Alfond,['http://www.centralmaine.com/2017/09/06/free-books-to-children-program-available/']
Phillip,Frost,"['https://prommanews.com/2018/04/11/insider-trading-phillip-frost-bought-36527-shares-of-opko-health-inc-opk-u-s-physical-therapy-usphs-sentiment-is-1/', 'https://nmsuherald.com/2018/04/11/insider-transaction-phillip-frost-invested-in-36527-shares-of-opko-health-inc-nasdaqopk/']"
Joan,Alfond,"['http://www.wabi.tv/content/news/Camden-National-Bank-to-occupy-space-in-Colby-Colleges-mixed-use-building-in-Waterville-479311803.html', 'http://www.heraldcourier.com/news/camden-national-bank-to-use-space-in-colby-college-building/article_d15f8a45-0e8b-56ca-ae1b-a80f33b9882e.html']"
Joan,Alfond,['https://www.centralmaine.com/2018/04/10/colby-college-to-buy-camden-bank-building-in-waterville-to-buttress-hotel-development/']
Joan,Alfond,['http://www.mainebiz.biz/article/20180402/NEWS01/180409999']
Joan,Alfond,['http://www.colby.edu/news/2018/03/29/downtown-development-adds-jobs-money-to-area/']
Joan,Alfond,['https://www.pressherald.com/2018/03/12/colby-college-arts-center-gets-2-million-gift/']
Joan,Alfond,['https://www.centralmaine.com/2018/02/15/colby-college-alum-donates-1-million-gift-for-community-space-and-series-of-events/']
Joan,Alfond,['http://www.wabi.tv/content/news/New-Space-For-Colby-Students-Thanks-To-Million-Dollar-Donation-473956083.html']
Joan,Alfond,"['https://bangordailynews.com/2018/02/13/news/mid-maine/colby-grad-donates-1m-for-community-center/', 'https://www.usnews.com/news/best-states/maine/articles/2018-02-13/colby-college-alumnus-donates-1-million-for-community-forum']"
Bill,Alfond,['http://www.centralmaine.com/2017/12/07/colby-marks-750-million-campaign-in-new-york-city/']
Bernard,Osher,['https://som.yale.edu/news/2018/04/nancy-pfund-82-honored-by-commonwealth-club-of-california']
Bob,Diamond,"['http://www.itwebafrica.com/e-commerce/694-africa/244137-new-ceo-to-drive-atlas-mara-digital-banking-across-africa', 'https://www.herald.co.zw/bancabc-reports-over-50m-in-deposit-capture/']"
Bob,Diamond,['https://www.bloomberg.com/news/articles/2018-04-24/bob-diamond-courts-pimco-fidelity-in-trading-push-at-atlas-mara']
Bob,Diamond,"['https://www.fnlondon.com/articles/atlas-mara-names-new-chief-executive-20180424', 'https://www.marketwatch.com/story/atlas-mara-names-new-ceo-profit-rises-in-2017-2018-04-24', 'https://www.thetimes.co.uk/article/tables-are-turned-on-andrew-tyrie-j7zjr5g9s']"
Bob,Diamond,['https://www.ft.com/content/ca27ddd4-44a5-11e8-93cf-67ac3a6482fd']
Bob,Diamond,['https://news.sky.com/story/relief-at-barclays-over-jes-staley-as-regulators-show-teeth-11338959']
Bob,Diamond,['http://www.bbc.co.uk/news/business-43834864']
Bob,Diamond,"['https://www.ft.com/content/80b361c2-411d-11e8-93cf-67ac3a6482fd', 'https://www.businesswire.com/news/home/20180416005937/en/Xeleum%25E2%2580%2599s-Xi-Fi-Lighting-Control-Receives-DesignLights-Consortium']"
Bob,Diamond,['https://www.managementtoday.co.uk/gender-pay-gap-masking-problem/women-in-business/article/1461893']
Steve,Cummings,"['https://www.americanbanker.com/news/mufgs-big-us-expansion-is-just-getting-started', 'http://clicklancashire.com/2018/03/27/uk-anti-doping-confirms-cyber-attack-but-says-no-athlete.html']"
Phillip,Frost,['https://finnewsdaily.com/inside-investment-phillip-frost-obtained-75000-shares-of-opko-health-inc-nasdaqopk/']
Phillip,Frost,['https://friscofastball.com/the-insider-phillip-frost-paid-for-75000-shares-of-opko-health-inc-nasdaqopk/']
Phillip,Frost,"['https://www.gurufocus.com/news/669422/weekly-ceo-buys-highlight', 'https://weeklyregister.com/opko-health-inc-nasdaqopk-ceo-chairman-phillip-frost-paid-for-187490-in-stock/']"
Phillip,Frost,['https://normanweekly.com/phillip-frost-purchases-31700-worth-of-opko-health-inc-opk-stock-last-week-pembina-pipeline-pba-coverage/']
Phillip,Frost,"['https://www.streetinsider.com/SEC%2BFilings/Form%2B4%2BFROST%2BPHILLIP%2BMD%2BET%2BAL%2BFor%253A%2BApr%2B19%2BFiled%2Bby%253A%2BOpko%2BHealth%252C%2BInc./14076721.html', 'https://kldaily.com/2018/04/20/warning-opko-health-inc-nasdaqopk-pessimists-phillip-frost-just-acquired-10000-shares/']"
Pete,Rouse,['https://www.justsecurity.org/47353/nyu-conference-executive-branch-power-washington-dc-dec-5/']
Kevin,Starr,['https://weekherald.com/2018/04/23/sage-therapeutics-inc-sage-stake-lowered-by-wells-fargo-company-mn.html']
Kevin,Starr,"['https://theenterpriseleader.com/2018/04/22/sage-therapeutics-inc-sage-director-kevin-p-starr-sells-59000-shares.html', 'https://www.thelincolnianonline.com/2018/04/22/sage-therapeutics-inc-sage-director-sells-9962150-00-in-stock.html', 'https://www.thelincolnianonline.com/2018/04/21/zacks-analysts-anticipate-sage-therapeutics-inc-sage-will-post-earnings-of-1-85-per-share.html']"
Kevin,Starr,"['https://stocknewstimes.com/2018/04/21/sage-therapeutics-sage-stock-price-down-12-8-following-insider-selling.html', 'https://stocknewstimes.com/2018/04/21/renaissance-technologies-llc-buys-shares-of-22931-sage-therapeutics-inc-sage.html']"
Kevin,Starr,"['https://weekherald.com/2018/04/19/kevin-p-starr-sells-59000-shares-of-sage-therapeutics-inc-sage-stock.html', 'https://www.thelincolnianonline.com/2018/04/20/sage-therapeutics-sage-downgraded-to-sell-at-bidaskclub.html']"
Anne,Wolff,['https://www.streetinsider.com/SEC%2BFilings/Form%2B4%2BAMPHENOL%2BCORP%2BDE%2BFor%253A%2BApr%2B06%2BFiled%2Bby%253A%2BWolff%2BAnne%2BClarke/14035641.html']
Joe,Boulos,['https://bangordailynews.com/2018/04/20/education/colby-alum-donates-2-5m-to-college-that-gave-him-financial-aid/']
Sara,Burns,['https://www.pressherald.com/2018/02/17/augusta-conference-mixes-business-with-drones/']
Sara,Burns,['http://www.mainebiz.biz/article/20180117/NEWS0101/180119945/cmp-names-new-president/ceo-to-succeed-sara-burns']
Sara,Burns,['http://mainepublic.org/post/cmps-new-ceo-if-they-want-everyone-should-put-solar-panels-their-roof']
Randy,Papadellis,['https://qz.com/1246514/the-us-china-trade-war-has-turned-cranberry-farmers-into-an-unlikely-pawn/']
Randy,Papadellis,['https://www.just-food.com/news/ocean-spray-appoints-bobby-chacko-ceo-to-replace-randy-papadellis_id138973.aspx']
Randy,Papadellis,"['http://www.freshplaza.com/article/189849/Ocean-Spray-Cranberries-CEO-Randy-Papadellis-to-leave', 'https://www.just-food.com/news/ocean-spray-cranberries-ceo-randy-papadellis-to-leave_id138705.aspx']"
Randy,Papadellis,['https://www.prnewswire.com/news-releases/randy-papadellis-president-and-chief-executive-officer-to-leave-ocean-spray-cranberries-bobby-chacko-named-president-and-chief-operating-officer-300598965.html']
Randy,Papadellis,['http://www.capitalpress.com/apps/pbcs.dll/article%3FAID%3D2018180219983']
Randy,Papadellis,['https://www.country-guide.ca/daily/ocean-spray-to-buy-quebec-cranberry-processor']
Randy,Papadellis,['http://markets.businessinsider.com/news/stocks/Ocean-Spray-Cranberries-Reaches-Agreement-to-Purchase-Cranberry-Operations-in-Quebec-1014916827']
Simon,Stertzer,['http://markets.businessinsider.com/news/stocks/biocardia-receives-new-potency-assay-patent-providing-further-protection-to-autologous-cell-therapy-programs-in-heart-failure-and-refractory-angina-1022248083']
Jonathan,Barry,['https://www.prnewswire.com/news-releases/positive-coaching-alliance---new-york-city-pca---nyc-welcomes-new-chapter-board-member-michael-schwartz-300618700.html']
Stuart,Rothenberg,['https://www.pbs.org/newshour/show/amy-walter-and-stuart-rothenberg-on-gop-immigration-friction-democratic-primary-races']
Amy,Walter,['https://www.pbs.org/newshour/show/amy-walter-and-stuart-rothenberg-on-gop-immigration-friction-democratic-primary-races']
Amy,Walter,['https://www.cbsnews.com/news/commentary-can-the-gop-keep-the-house-in-november/']
Amy,Walter,"['https://www.rollcall.com/news/politics/political-foes-house-talk-podcasting', 'https://hotair.com/archives/2018/05/15/dems-lead-generic-ballot-shrinks-5-2-points-smallest-trumps-presidency/']"
Amy,Walter,['https://www.pbs.org/newshour/show/amy-walter-and-susan-page-on-trumps-embassy-move']
Amy,Walter,['https://slate.com/news-and-politics/2018/05/are-democrats-losing-the-midterms.html']
Amy,Walter,['http://wfae.org/post/democrats-base-energized-they-still-need-message']
Amy,Walter,"['https://www.pbs.org/newshour/show/amy-walter-and-shawna-thomas-on-the-west-virginia-primary-iran-deal-deadline', 'https://www.poynter.org/news/morning-mediawire-publishers-leave-speed-dating-social-behind-seek-go-steady']"
Amy,Walter,"['https://www.allaccess.com/net-news/archive/story/176437/amy-walter-to-host-friday-editions-of-pri-wnyc-s-t', 'http://www.columbiachronicle.com/metro/article_a29830ce-4ff0-11e8-884a-bb3d058b1956.html']"
Amy,Walter,['https://www.washingtonexaminer.com/news/campaigns/upside-down-american-politics-trump-skates-through-scandal-while-party-suffers-amid-booming-economy']
Amy,Walter,['http://www.odwyerpr.com/story/public/10559/2018-05-02/fact-is-fact.html']
Stuart,Rothenberg,"['https://www.pbs.org/newshour/show/amy-walter-and-stuart-rothenberg-on-james-comeys-decisions-correspondents-dinner-controversy', 'https://www.houstonpublicmedia.org/articles/news/2018/04/30/282640/comedian-faces-criticism-after-controversial-remarks-at-d-c-gala/']"
Amy,Walter,['https://www.pbs.org/newshour/show/amy-walter-and-stuart-rothenberg-on-james-comeys-decisions-correspondents-dinner-controversy']
Amy,Walter,['https://www.independent.co.uk/news/world/americas/us-politics/trump-democrats-impeach-republicans-lose-house-representatives-midterms-elections-a8328271.html']
Janice,Griffith,['http://www.wm.edu/news/stories/2018/wife-honors-late-husbands-legacy-with-1-million-gift.php']
Alexandros,Aldous,['https://registrarjournal.com/2018/05/22/chefs-warehouse-inc-chef-general-counsel-alexandros-aldous-sells-10905-shares.html']
Alexandros,Aldous,"['https://stocknewstimes.com/2018/05/21/deutsche-bank-ag-grows-holdings-in-chefs-warehouse-inc-chef.html', 'https://macondaily.com/2018/05/22/kayne-anderson-rudnick-investment-management-llc-sells-184518-shares-of-chefs-warehouse-inc-chef.html']"
Alexandros,Aldous,['https://ledgergazette.com/2018/05/19/chefs-warehouse-chef-upgraded-by-zacks-investment-research-to-buy.html']
Alexandros,Aldous,['https://macondaily.com/2018/05/19/chefs-warehouse-chef-pt-raised-to-29-00-updated.html']
Alexandros,Aldous,"['https://ledgergazette.com/2018/05/17/chefs-warehouse-chef-issues-fy18-earnings-guidance.html', 'https://www.thelincolnianonline.com/2018/05/16/chefs-warehouse-chef-releases-fy18-earnings-guidance.html']"
Alexandros,Aldous,['https://weekherald.com/2018/05/16/alexandros-aldous-sells-10905-shares-of-chefs-warehouse-inc-chef-stock.html']
Alexandros,Aldous,"['https://registrarjournal.com/2018/05/14/chefs-warehouse-inc-chef-general-counsel-alexandros-aldous-sells-10905-shares.html', 'https://macondaily.com/2018/05/15/chefs-warehouse-inc-chef-position-increased-by-atria-investments-llc.html']"
Alexandros,Aldous,['https://macondaily.com/2018/05/14/chefs-warehouse-chef-given-a-29-00-price-target-by-bmo-capital-markets-analysts.html']
Alexandros,Aldous,['https://ledgergazette.com/2018/05/12/zacks-analysts-anticipate-chefs-warehouse-inc-chef-will-announce-earnings-of-0-22-per-share.html']
Alexandros,Aldous,['https://ledgergazette.com/2018/05/12/chefs-warehouse-chef-receives-coverage-optimism-score-of-0-22.html']
Alexandros,Aldous,['https://ledgergazette.com/2018/05/10/wasatch-advisors-inc-has-42-45-million-holdings-in-chefs-warehouse-inc-chef.html']
Alexandros,Aldous,"['https://marketexclusive.com/analyst-activity-bmo-capital-markets-raises-its-price-target-on-nasdaqchef-chefs-warehouse-nasdaqchef-to/2018/05/', 'https://ledgergazette.com/2018/05/09/chefs-warehouse-chef-issues-quarterly-earnings-results-beats-estimates-by-0-02-eps.html', 'https://registrarjournal.com/2018/05/09/chefs-warehouse-chef-position-lowered-by-macquarie-group-ltd.html']"
Alexandros,Aldous,"['https://weekherald.com/2018/05/09/alexandros-aldous-sells-10905-shares-of-chefs-warehouse-inc-chef-stock.html', 'http://bangaloreweekly.com/2018-05-09-chefs-warehouse-chef-research-analysts-recent-ratings-changes/']"
Alexandros,Aldous,['https://registrarjournal.com/2018/05/08/chefs-warehouse-inc-chef-general-counsel-alexandros-aldous-sells-10905-shares.html']
Alexandros,Aldous,"['https://ledgergazette.com/2018/05/06/geode-capital-management-llc-purchases-9583-shares-of-chefs-warehouse-chef.html', 'https://macondaily.com/2018/05/06/metlife-investment-advisors-llc-invests-176000-in-chefs-warehouse-inc-chef.html']"
Alexandros,Aldous,['https://macondaily.com/2018/05/05/chefs-warehouse-chef-scheduled-to-post-quarterly-earnings-on-monday.html']
Alexandros,Aldous,['https://ledgergazette.com/2018/05/04/chefs-warehouse-chef-receives-coverage-optimism-score-of-0-22.html']
Alexandros,Aldous,['https://ledgergazette.com/2018/05/03/wasatch-advisors-inc-has-42-45-million-holdings-in-chefs-warehouse-inc-chef.html']
Alexandros,Aldous,['https://ledgergazette.com/2018/05/02/metropolitan-life-insurance-co-ny-lowers-holdings-in-chefs-warehouse-inc-chef.html']
