first_name,last_name,urls
Bob,Diamond,['https://jingdaily.com/chinese-buyer-drops-50-million-bob-diamonds-new-york-city-penthouse/']
Phillip,Frost,['https://normanobserver.com/phillip-frost-opko-health-inc-opks-insider-acquired-42200-shares-nicolet-bankshares-ncbs-shorts-up-by-20-65/']
Kirk,Koenigsbauer,['https://www.onmsft.com/news/satya-nadella-judson-althoff-and-kirk-koenigsbauer-will-keynote-microsoft-inspire-this-july']
Paula,Lunder,['http://cambridge.wickedlocal.com/news/20170524/lesley-universitys-lunder-arts-center-recognized-by-preservation-massachusetts']
Bob,Diamond,['https://www.fnlondon.com/articles/bob-diamond-finds-a-sweet-spot-with-vanilla-trading-business-20170523']
Pete,Rouse,['http://time.com/4787983/joe-biden-colby-college-commencement-transcript/']
Phillip,Frost,"['http://www.reuters.com/article/brief-opko-health-ceo-phillip-frost-repo-idUSFWN1IO08H', 'https://www.local10.com/community/nasdaq-opening-bell-rung-at-frost-museum-of-science', 'http://santimes.com/phillip-frost-just-bought-9200-shares-of-opko-health-inc-opk-be-careful-if-you-are-short-kingfisher-capital-lowered-by-1-12-million-its-colgate-cl-stake/']"
Amy,Walter,['https://www.colby.edu/news/2017/05/20/amy-walter-advises-colby-seniors-to-define-what-matters/']
Bob,Diamond,['http://www.wealthx.com/articles/2017/ex-barclays-ceo-bob-diamond-finds-buyer-for-manhattan-penthouse/']
Robert,Burke,['https://www.ouraynews.com/articles/2017/05/18/james-robert-burke']
Phillip,Frost,['https://normanobserver.com/insider-trade-opko-health-inc-opks-ceo-chairman-phillip-frost-obtained-70800-shares-kapstone-paper-and-packaging-corp-ks-had-5-analysts-last-week/']
Eric,Rosengren,['http://wpri.com/2017/05/18/fewer-working-age-rhode-islanders-had-a-job-in-2016/']
Bob,Diamond,['https://therealdeal.com/2017/05/17/unknown-buyer-shells-out-50m-for-bob-diamonds-15-cpw-penthouse/']
Phillip,Frost,"['https://www.insidephilanthropy.com/home/2017/5/17/frost-philanthropy-science-museum-miami', 'https://wolcottdaily.com/opko-health-inc-opks-ceo-redwood-trust-inc-rwt-covered-by-4-bulls/']"
Kevin,Starr,['https://baseballnewssource.com/markets/cytomx-therapeutics-inc-ctmx-major-shareholder-kevin-p-starr-sells-28357-shares-of-stock-updated-updated-updated/613347.html']
Bernard,Osher,['http://www.pressdemocrat.com/opinion/6997193-181/thumbs-up-a-gift-for']
Amy,Walter,['http://www.pbs.org/newshour/bb/white-house-drama-hurting-trumps-agenda/']
Michael,Gordon,['http://www.mmahotstuff.com/2017/05/12/angelo-gordon-company-lp-increased-be-aerospace-beav-stake-by-12-23-million-investors-bancorp-isbc-shorts-decreased-by-4-2.html']
Eric,Rosengren,"['http://marketrealist.com/2017/05/why-eric-rosengren-is-worried-about-us-unemployment-rate/', 'http://wpri.com/2017/05/11/providence-cranston-newport-win-400k-grants-through-boston-fed-program/', 'http://www.businesstimes.com.sg/government-economy/feds-rosengren-warns-of-overheating-risks-and-seeks-more-hikes', 'http://economictimes.indiatimes.com/markets/stocks/news/rosengren-favours-3-more-hikes-to-foil-overheating/articleshow/58639337.cms']"
Andrew,Davis,['https://www.abqjournal.com/1002287/25-new-mexico-students-get-fullride-college-scholarships.html']
Amy,Walter,['http://mainepublic.org/post/city-arts-lectures-6']
Bill,Alfond,['http://www.mainebiz.biz/article/20170511/NEWS01/170519989']
Paul,Spillane,['http://www.voxy.co.nz/business/5/282398']
Phillip,Frost,['http://www.whatsonthorold.com/2017/05/11/opko-health-inc-opks-ceo-chairman-phillip-frost-made-a-purchase-of-1-13-million-shares-fs-bancorp-fsbw-sentiment-is-2/']
Kirk,Koenigsbauer,['https://blogs.office.com/2017/05/10/office-at-build-2017-announcing-new-opportunities-for-developers/']
Robert,Restrepo,['http://www.whatsonthorold.com/2017/05/10/robert-restrepo-pays-for-1675-shares-of-rli-corp-rli-in-an-insider-trading-10-analysts-bullish-salzgitter-ag-etrszg/']
Bill,Alfond,['http://www.centralmaine.com/2017/05/10/thomas-college-receives-grant-from-alfond-foundation-for-business-institute/']
Richard,McVey,['https://huronreport.com/warning-marketaxess-holdings-inc-mktx-optimists-richard-mcvey-just-sold-20000-shares-noranda-aluminum-holdings-corporation-nornq-si-increased-by-0-27/']
Eric,Rosengren,"['https://www.bloomberg.com/news/articles/2017-05-10/fed-s-rosengren-favors-three-more-2017-hikes-to-foil-overheating', 'http://uk.reuters.com/article/usa-fed-rosengren-idUKL1N1IB0QH']"
Bernard,Osher,['http://news.uark.edu/articles/38756/osher-lifelong-learning-institute-receives-grant-matching-gift-challenge']
Amy,Walter,['http://www.colby.edu/news/2017/05/09/colby-to-hold-196th-commencement-vice-president-joe-biden-and-political-analyst-amy-walter-to-address-graduates/']
Eric,Rosengren,"['http://www.marketwatch.com/story/feds-rosengren-warns-that-fannie-freddie-reform-could-roil-commercial-real-estate-market-2017-05-09', 'https://www.bloomberg.com/news/articles/2017-05-09/fed-won-t-sink-mortgage-market-as-balance-sheet-slims-rosengren']"
Phillip,Frost,['https://huronreport.com/opko-health-inc-opks-ceo-last-week-tallgrass-energy-gp-lp-tegp-coverage/']
Kevin,Starr,['https://sportsperspectives.com/2017/05/08/kevin-p-starr-sells-28357-shares-of-cytomx-therapeutics-inc-ctmx-stock-updated-updated.html']
Phillip,Frost,['http://www.nbcmiami.com/news/local/Long-Awaited-Frost-Science-Museum-Opens-421633714.html']
Phillip,Frost,"['https://therealdeal.com/miami/2017/05/04/take-a-look-at-the-new-frost-museum-of-science-photos/', 'http://www.southflorida.com/theater-and-arts/art/sf-pines-pompano-centers-frost-museum-20170504-story.html', 'http://www.miami.com/things-to-do-in-miami/science-museum-159829/', 'http://www.whatsonthorold.com/2017/05/05/the-insider-phillip-frost-purchased-11800-shares-of-opko-health-inc-opk-thestreet-tst-shorts-raised-by-7-63/']"
Richard,Uchida,['http://www.colby.edu/news/2017/05/04/colby-names-richard-uchida-79-vice-president-general-counsel-and-secretary-of-the-college/']
Phillip,Frost,['http://www.miamiherald.com/news/local/community/miami-dade/article148630224.html']
Richard,McVey,['http://www.bibeypost.com/richard-mcvey-an-insider-in-marketaxess-holdings-inc-mktx-sold-27000-shares-of-the-company-3-bullish-analysts-covering-seattle-genetics-inc-sgen/']
William,Cotter,['https://hcommons.org/activity/p/1569051/']
Phillip,Frost,['https://kgazette.com/opko-health-inc-opk-ceo-chairman-phillip-frost-paid-for-113760-in-stock-shorts-at-emc-insurance-group-emci-raised-by-12-41/']
Bob,Diamond,['http://www.hitc.com/en-gb/2017/05/02/bob-diamond-gives-thumbs-up-to-barclays-ceo/']
Phillip,Frost,"['http://www.bibeypost.com/phillip-frost-opko-health-inc-opks-insider-paid-for-4700-shares-apollo-commercial-real-estate-fi-ari-shorts-up-by-4-16/', 'http://oceandrive.com/phillip-patricia-frost-museum-of-science-reopens-this-may']"
Amy,Walter,['http://www.pbs.org/newshour/bb/spending-compromise-set-congress-bigger-fight-later/']
Bob,Diamond,['https://www.bloomberg.com/news/articles/2017-05-01/diamond-supports-barclays-s-staley-amid-whistle-blower-probes']
Bernard,Osher,['http://www.sonoma.edu/newscenter/2017/04/olli-program-receives-2-million-bequest.html']
Kevin,Starr,['https://www.thecerbatgem.com/2017/04/28/kevin-p-starr-sells-28357-shares-of-cytomx-therapeutics-inc-ctmx-stock-updated.html']
Jessica,Stanton,['http://www.colby.edu/news/2017/04/27/sara-burns-jessica-stanton-nominated-for-trustees/']
Andrew,Davis,"['http://www.colby.edu/news/2017/04/20/gift-of-25-million-to-colby-creates-new-model-for-liberal-arts-and-guarantees-global-experiences/', 'http://www.thedailynewsonline.com/bdn02/batavia-sea-devils-kunes-reinhart-davis-and-treleaven-win-state-ymca-swim-titles-20170420']"
Eric,Rosengren,"['https://www.bloomberg.com/news/articles/2017-04-19/fed-s-rosengren-calls-for-trimming-balance-sheet-soon-but-slowly', 'https://www.bostonglobe.com/business/talking-points/2017/04/19/reilly-out-fox-partners-acquires-hospital-rosengren-predicts-more-stimulus/tBMACFX7puEKgttkdAxWrM/story.html', 'https://www.thestreet.com/story/14094149/1/market-recon-if-you-are-scared-don-t-show-it.html']"
John,O'Neil,['https://www.derrynow.com/news/urgent-appeal-made-volunteers-take-part-fundraising-supermarket-bag-pack-derry-aid-mental-health-charity/157622']
Eric,Rosengren,"['http://www.cnbc.com/2017/04/19/fed-should-shed-bonds-soon-keep-hiking-rates-rosengren.html', 'http://www.econotimes.com/US-Treasuries-slide-ahead-of-FOMC-member-Rosengrens-speech-initial-jobless-claims-649782', 'https://www.bostonfed.org/news-and-events/news/top-takeaways-bard-college-talk-041917.aspx']"
Bob,Diamond,['https://www.theyworkforyou.com/wrans/%3Fid%3D2017-03-28.69516.h%26s%3Dcaroline%2Blucas']
Scott,Brady,['https://www.dmagazine.com/commercial-real-estate/2017/04/cre-opinion-immigration-rhetoric-in-action/']
Amy,Walter,['http://www.pbs.org/newshour/bb/getting-tax-reform-done-crucial-republicans/']
Kevin,Starr,['https://www.themarketsdaily.com/2017/04/17/cytomx-therapeutics-inc-ctmx-major-shareholder-kevin-p-starr-sells-28357-shares-of-stock.html']
Amy,Walter,['http://www.colby.edu/news/2017/04/17/four-distinguished-individuals-to-be-honored-at-colby-commencement-vice-president-joe-biden-and-political-analyst-amy-walter-to-speak/']
Pete,Rouse,['https://www.economist.com/blogs/democracyinamerica/2017/07/not-mooch-left']
Kevin,Starr,['https://www.thecerbatgem.com/2017/04/14/kevin-p-starr-sells-28357-shares-of-cytomx-therapeutics-inc-ctmx-stock.html']
Pete,Rouse,['http://www.politico.com/tipsheets/playbook/2017/04/trump-continues-to-confound-annie-karni-on-tillersons-rising-status-melania-trump-retro-first-lady-the-juice-boldface-donors-last-quarter-weekend-reads-bday-pete-rouse-219790']
Paula,Lunder,['http://www.colby.edu/magazine/a-transformative-and-historic-gift/']
Phillip,Frost,['https://wolcottdaily.com/reasons-for-phillip-frosts-share-buy-of-opko-health-inc-opks-stock-nordic-american-tanker-nat-shorts-up-by-7-1/']
Bob,Diamond,"['https://www.thetimes.co.uk/article/diamonds-geezer-to-run-panmure-682lrjbnx', 'http://www.heraldscotland.com/business/15220352.Panmure_chief_Patric_Johnson_to_step_down_after_Atlas_takeover/%3Fref%3Drss']"
Phillip,Frost,['http://highpointobserver.com/phillip-frost-the-ceo-blackstone-bgbs-sentiment-is-2-92/']
Bob,Diamond,"['http://www.telegraph.co.uk/business/2017/04/12/panmure-gordon-boss-leave-following-bob-diamond-takeover/', 'http://news.goldseek.com/GoldSeek/1491916573.php']"
Tom,Whidden,['http://www.trademe.co.nz/books/magazines/sports/auction-1299301566.htm']
Bob,Diamond,"['https://www.financemagnates.com/institutional-forex/regulation/bank-england-implicated-libor-fixing-bbc-panorama/', 'http://www.independent.co.uk/voices/barclays-banking-investigation-libor-corrupt-ceo-jes-staley-whistleblower-hunt-bob-diamond-a7676486.html']"
Bob,Diamond,['http://www.bankingtech.com/793762/bank-of-england-implicated-in-libor-rigging-by-secret-recording/']
Phillip,Frost,['https://wolcottdaily.com/the-insider-phillip-frost-purchases-28600-shares-of-opko-health-inc-opk-12-west-capital-management-lp-has-increased-its-zeltiq-aesthetics-zltq-holding/']
Phillip,Frost,['http://www.mmahotstuff.com/2017/04/06/phillip-frost-an-insider-in-opko-health-inc-opk-bought-44500-shares-vgi-partners-pty-ltd-has-lifted-cme-group-cme-position.html']
Phillip,Frost,['https://huronreport.com/opko-health-inc-opks-ceo-cherry-hill-mortgage-investment-chmi-shorts-increased-by-56-35/']
Phillip,Frost,['https://normanobserver.com/opko-health-inc-opks-ceo-chairman-phillip-frost-acquired-21600-shares-of-the-company-springbok-capital-management-lifted-st-jude-med-stj-holding/']
Bob,Diamond,['https://www.khaleejtimes.com/business/markets/barclays-and-the-reinvention-of-the-uk-banking-sector']
Phillip,Frost,['http://www.miamiherald.com/entertainment/visual-arts/article165321517.html']
David,Pulver,"['https://www.baseball-news-blog.com/2017/08/05/reinhart-partners-inc-buys-9860-shares-of-carters-inc-cri-updated-updated.html', 'https://sportsperspectives.com/2017/08/04/fbr-co-reiterates-buy-rating-for-carters-inc-nysecri-updated-updated.html']"
Eric,Rosengren,['http://www.foxbusiness.com/features/2017/08/04/u-s-hiring-maintains-strong-pace-jobless-rate-falls-to-4-3.html']
Pete,Rouse,['http://www.politifact.com/truth-o-meter/article/2017/aug/04/donald-trumps-white-house-turnover-context/']
Kevin,Starr,['http://www.ukmarketnews.co.uk/2017/08/03/sage-therapeutics-inc-nasdaqsage-expected-to-report-earnings-on-thursday-2/']
Bill,Rouhana,['http://www.greenwichtime.com/business/article/Chicken-Soup-appeals-to-fans-for-stock-offering-11739944.php']
Amy,Walter,['http://www.pbs.org/newshour/bb/trump-retains-base-support-getting/']
Phillip,Frost,['https://www.gurufocus.com/news/550179/weekly-ceo-buys-highlights']
David,Pulver,['http://www.modernreaders.com/carters-inc-nysecri-experiences-lighter-than-usual-trading-volume/57613/larry-kramer']
David,Pulver,['https://www.baseball-news-blog.com/2017/08/03/carters-nysecri-receives-daily-news-impact-score-of-0-08-updated-updated-updated.html']
David,Pulver,['https://theolympiareport.com/2017/07/31/carters-inc-nysecri-shares-sold-by-oakbrook-investments-llc.html']
Eric,Rosengren,"['https://www.wsj.com/articles/transcript-wsj-interview-with-boston-fed-president-eric-rosengren-1501715242', 'http://www.foxbusiness.com/features/2017/08/02/news-highlights-top-global-markets-news-day7.html', 'https://www.bloomberg.com/news/articles/2017-08-02/fed-officials-point-to-balance-sheet-announcement-in-september']"
Barbro,Osher,['http://www.sfchronicle.com/entertainment/article/Kids-listings-11727892.php']
Phillip,Frost,"['https://www.bizjournals.com/southflorida/news/2017/08/02/billionaire-biotech-executive-invests-in-competing.html', 'http://www.sun-sentinel.com/features/south-florida-parenting/fl-fea-sfp-family-events-080217-story.html']"
Rick,McVey,['https://www.ft.com/content/cebddc8c-6d22-11e7-b9c7-15af748b60d0']
Kirk,Koenigsbauer,['http://www.eweek.com/enterprise-apps/microsoft-makes-powerpoint-pop-with-smart-timelines-3d-object-support']
Andrew,Davis,"['https://www.cuinsight.com/press-release/pscu-hosts-webinar-help-credit-unions-stake-claim', 'http://www.mcdowellnews.com/sports/titan-defensive-preview-faster-feet-better-d/article_ee3f1fa4-8108-11e7-8bf0-bfee6570cec8.html', 'http://www.the-messenger.com/sports/local/article_68467388-2158-5316-baf9-b386565607e3.html', 'https://www.thetimes.co.uk/article/edinburgh-concert-review-elgars-king-olaf-bergen-philharmonic-gardner-gringolts-quartet-pfmprsj2n']"
Bill,Rouhana,['http://ww2.cfo.com/capital-markets/2017/08/chicken-soup-video-firm-finds-right-recipe-reg/']
Sunil,Thakor,['https://www.businesslive.co.za/fm/money-and-investing/2017-08-14-watch-inside-the-mind-of-a-fund-manager--value-and-growth-investing/']
William,Rouhana,['https://www.crowdfundinsider.com/2017/08/120738-fully-subscribed-chicken-soup-soul-trade-nasdaq-week-following-reg-mini-ipo/']
Kevin,Starr,"['http://expressnewsline.com/2017/08/08/ny-holds-position-in-sage-therapeutics-inc-sage.html', 'http://www.ukmarketnews.co.uk/2017/08/08/agios-pharmaceuticals-inc-nasdaqagio-to-release-earnings-3/', 'http://www.ukmarketnews.co.uk/2017/08/08/zafgen-inc-nasdaqzfgn-to-report-earnings/']"
Phillip,Frost,"['http://www.miamiherald.com/news/local/community/miami-dade/article166810462.html', 'https://weeklyhub.com/reasons-for-phillip-frosts-share-purchase-of-opko-health-inc-nasdaqopks-stock/']"
Phillip,Frost,['https://www.bizjournals.com/southflorida/news/2017/08/10/billionaire-phillip-frost-defends-his-biotech-firm.html']
Bob,Diamond,['https://www.nytimes.com/reuters/2017/08/10/business/10reuters-resolution-lincoln-fundraising.html']
William,Rouhana,['https://www.usnews.com/news/business/articles/2017-08-18/hot-stock-tip-chicken-soup-for-the-soul']
Bill,Rouhana,['http://www.ctpost.com/business/article/Greenwich-firm-ladles-up-30M-in-IPO-11882343.php']
Jamie,Forese,['https://naija247news.com/2017/08/09/citi-diversity-groups-need-more-senior-men/']
William,Rouhana,['http://www.nydailynews.com/newswires/entertainment/hot-stock-tip-chicken-soup-soul-article-1.3422758']
Joe,Boulos,['http://www.pressherald.com/2017/08/20/society-notebook-hope-for-mental-health-put-into-action-in-maine/']
Paula,Lunder,['http://www.pressherald.com/2017/08/20/society-notebook-hope-for-mental-health-put-into-action-in-maine/']
Amy,Walter,['http://www.pbs.org/newshour/bb/trump-didnt-say-response-charlottesville/']
Amy,Walter,"['http://www.nbcnews.com/meet-the-press/video/president-s-moral-clarity-called-into-question-after-charlottesville-1023614019687', 'https://www.mprnews.org/story/2017/08/14/aspen-reclaiming-democratic-virtues', 'http://www.nbcnews.com/meet-the-press/meet-press-august-13-2017-n792236']"
Phillip,Frost,['https://weeklyhub.com/opko-health-inc-nasdaqopk-ceo-chairman-phillip-frost-paid-for-61895-in-stock/']
Bob,Diamond,['https://www.ft.com/content/2d788aaa-8336-11e7-a4ce-15b2513cb3ff']
Amy,Walter,['http://www.pbs.org/newshour/bb/charlottesville-controversy-damage-trumps-agenda/']
Bernard,Osher,['http://www.tallahassee.com/story/life/living-here/2017/08/21/senior-center-olli/104817906/']
William,Rouhana,['https://seekingalpha.com/news/3290680-chicken-soup-plots-post-ipo-strategy']
Erika,Nardini,['http://www.hreonline.com/HRE/view/story.jhtml%3Fid%3D534362896']
Bill,Rouhana,['https://www.forbes.com/sites/annefield/2017/08/22/can-chicken-soups-reg-a-ipo-be-a-model-for-other-social-enterprises/']
Tom,Whidden,['http://www.sailingscuttlebutt.com/2017/08/22/hanuman-leads-j-class-world-championship/']
Phillip,Frost,"['http://communitynewspapers.com/kendall-gazette/univision-communications-donates-57-artworks-to-the-patricia-phillip-frost-art-museum-fiu/', 'http://www.miamiherald.com/entertainment/visual-arts/article168690747.html', 'https://bzweekly.com/phillip-frost-an-insider-in-opko-health-inc-nasdaqopk-acquired-1800-shares-of-the-company/', 'https://www.bizjournals.com/southflorida/news/2017/08/22/south-florida-pharmaceutical-firm-doubles-down-on.html']"
Bob,Diamond,['https://www.6sqft.com/15-central-park-west-still-reigns-as-new-york-citys-most-expensive-condo/']
Rebecca,Corbett,['https://www.news-mail.com.au/news/senator-impressed-with-bundy-start-up/3216248/']
Phillip,Frost,['https://news.artnet.com/art-world/art-industry-news-august-23-1059008']
William,Rouhana,['https://www.equities.com/news/chicken-soup-for-the-soul-after-ipo-plans']
Jack,O'Neil,['http://www.metrowestdailynews.com/news/20170822/framingham-district-3-questions-linger']
Erika,Nardini,['https://marketexclusive.com/snap-inc-nysesnap-partership-barstool-sports-offer-behind-scenes-look-american-college-football/2017/08/']
Amy,Walter,"['https://www.cbsnews.com/news/sunday-sanders-donilon-and-winnefeld/', 'http://www.orlandosentinel.com/entertainment/tv/tv-guy/os-et-rex-tillerson-john-kasich-bernie-sanders-20170825-story.html']"
Phillip,Frost,"['https://finnewsdaily.com/phillip-frost-opko-health-inc-nasdaqopks-insider-acquired-25000-shares/', 'http://www.socialmiami.com/miami_event_detail.asp%3Fid%3D7622%26o%3Dl']"
Amy,Walter,['http://www.pbs.org/newshour/bb/president-trump-navigating-hurricane-harvey/']
Amy,Walter,['http://www.pbs.org/newshour/bb/will-end-daca-prod-congress-immigration-action/']
Bob,Diamond,"['https://www.bloomberg.com/news/articles/2017-09-04/fairfax-is-said-to-back-afrisam-to-clinch-african-cement-deal', 'https://www.iol.co.za/business-report/foreign-banks-profiteer-in-cash-strapped-zimbabwe-11067668']"
Phillip,Frost,['http://host.madison.com/business/investment/markets-and-stocks/what-the-biggest-investors-are-doing-about-opko-health-stock/article_a7ac0045-44f0-516f-a5a5-eb8cb9e10c95.html']
Peter,Hart,"['http://triblive.com/local/regional/12681454-74/pittsburgh-area-focus-group-thumps-trump', 'http://www.thedailybeast.com/trump-voters-to-trump-act-like-a-goddamn-president', 'http://www.adirondackdailyenterprise.com/opinion/columns/2017/09/reprimand-to-trump-from-12-pittsburgh-voters-its-not-about-you/', 'http://registerguard.com/rg/sports/35915543-81/red-devils-lemon-has-many-happy-returns.html.csp']"
Bob,Diamond,"['https://www.bloomberg.com/news/articles/2017-09-01/bob-diamond-s-nigeria-plan-takes-shape-as-fairfax-completes-deal', 'http://punchng.com/fairfax-africa-buys-42-stake-in-bob-diamonds-bank/']"
Kirk,Koenigsbauer,"['https://www.onmsft.com/news/rich-profiles-in-outlook-excel-co-authoring-head-lineup-of-office-365-improvements-for-august', 'http://www.datamation.com/cloud-computing/saas-market-nears-the-15-billion-per-quarter-milestone.html']"
Bill,Rouhana,['http://heavy.com/investing/2017/08/hicken-soup-soul-stock-ipo-aston-kutcher-investing/']
Bernard,Osher,['https://thelumberjack.org/2017/08/30/osher-lifelong-learning-institute-holds-fall-open-house/']
David,Pulver,['https://www.highlandmirror.com/2017-08-29-carters-cri-is-initiated-by-macquarie-to-outperform']
Kirk,Koenigsbauer,['http://www.eweek.com/enterprise-apps/latest-microsoft-office-365-updates-emphasize-teamwork']
Leslie,Biddle,['http://www.cascomfg.com/fe7547/oyptke.php%3Fbr%3Dleslie-biddle-serengeti']
Rick,McVey,['http://www.lifeandstylemag.com/posts/michael-strahan-lara-spencer-flirty-140338']
Bob,Diamond,"['http://citywire.co.uk/wealth-manager/news/panmure-gordon-unveils-advisory-service-after-bob-diamond-buy/a1046665', 'https://ibsintelligence.com/fairfax-africa-injecting-cash-into-atlas-mara-with-new-share-buy-in/', 'https://www.iol.co.za/business-report/companies/r2-billion-bid-for-ppc-stake-but-based-on-afrisam-merger-11083112', 'http://www.campaignlive.co.uk/article/barclays-poised-move-60m-media-account-omnicom-wpps-maxus/1443721']"
Amy,Walter,['http://www.pbs.org/newshour/rundown/watch-live-trump-administration-expected-roll-back-daca/']
Bill,Rouhana,['https://www.benzinga.com/topic/bill-rouhana']
Erika,Nardini,['https://finance.yahoo.com/news/barstool-sports-ceo-erika-nardini-many-media-outlets-forgot-consumer-brands-205915927.html']
Bob,Diamond,"['https://www.ft.com/content/2c2f9564-2639-3bf7-86d2-d9ad92be4abe', 'https://www.ft.com/content/041dc4d2-930c-11e7-a9e6-11d2f0ebb7f0', 'http://www.telegraph.co.uk/business/2017/09/06/new-york-stock-exchange-owner-rejigs-top-jobs-europe/']"
Kirk,Koenigsbauer,"['http://www.eweek.com/pc-hardware/intel-introduces-xeon-scalable-chips-for-high-end-workstations', 'http://gearsofbiz.com/latest-microsoft-office-365-updates-emphasize-teamwork/45804']"
Erika,Nardini,"['http://freebeacon.com/culture/nbc-cagey-plans-cover-barstools-70000-roger-goodell-clown-towels/', 'https://finance.yahoo.com/news/inside-14-billion-business-football-announcing-yahoo-finances-new-podcast-110003841.html']"
Bob,Diamond,"['https://www.bloomberg.com/news/articles/2017-09-07/bob-diamond-sees-brexit-s-impact-as-more-profound-than-expected', 'http://www.telegraph.co.uk/business/2017/09/07/bob-diamonds-turnaround-plan-atlas-mara-starts-pay/']"
Kirk,Koenigsbauer,['http://gearsofbiz.com/intel-introduces-xeon-scalable-chips-for-high-end-workstations/47282']
Julie,Causey,['http://www.startribune.com/business-people/443322343/']
Rick,McVey,['https://www.ft.com/content/eb8d42a8-9707-11e7-a652-cde3f882dd7b']
Andrew,Davis,"['http://www.colby.edu/magazine/momentum/', 'http://www.digitalspy.com/movies/it-movie/news/a837865/it-movie-clowns-slam-rubbish-ruining-their-lives-this-morning/', 'http://www.upbeacon.com/article/2017/09/new-chairs-in-franz-old-ones-rot-outside-of-pplant', 'http://entertainment.ie/trending/news/The-It-movie-is-ruining-clowns-careers-and-they-are-not-happy-about/397178.htm']"
Bernard,Osher,['http://www.sfchronicle.com/entertainment/garchik/article/Welcome-to-San-Francisco-and-please-watch-your-12192786.php']
Sandy,Buck,['http://www.colby.edu/magazine/momentum/']
Jessica,Stanton,['http://wellesley.wickedlocal.com/news/20170912/wellesley-no-longer-at-odds-over-clean-energy-standard-regulations']
Richard,Uchida,['http://www.colby.edu/magazine/short-form-9/']
Bernard,Osher,['http://www.sfchronicle.com/entertainment/garchik/article/Homage-and-heartfelt-thanks-to-Opera-and-to-Oshers-12189860.php']
Bill,Rouhana,['http://chiefexecutive.net/raising/']
Andrew,Davis,['http://www.moneymanagement.com.au/news/funds-management/az-sestante-launches-global-macro-fund']
Lee,Ainslie,['http://markets.businessinsider.com/news/stocks/Robin-Hood-Announces-Speaker-Lineup-for-its-Investors-Conference-presented-by-J-P-Morgan-1002363284']
Emma,James,['http://highschoolsports.nj.com/news/article/-2670645510302750313/lenape-3-at-cherry-hill-east-2-field-hockey/']
Jim,Crook,['http://www.colby.edu/magazine/short-form-9/']
Kevin,Starr,['https://www.truebluetribune.com/2017/09/12/kevin-p-starr-sells-201250-shares-of-myokardia-inc-myok-stock.html']
Robert,Burke,['http://imperialvalleynews.com/index.php/news/career-news/12104-career-development-symposium-coming-to-san-diego.html']
Phillip,Frost,['http://www.baystreet.ca/viewarticle.aspx%3Fid%3D475353']
Barney,Osher,['http://www.sfchronicle.com/entertainment/garchik/article/Welcome-to-San-Francisco-and-please-watch-your-12192786.php']
Kevin,Starr,['https://stocknewstimes.com/2017/09/13/myokardia-inc-myok-director-kevin-p-starr-sells-201250-shares-of-stock.html']
Amy,Walter,['http://www.pbs.org/newshour/bb/whats-stake-republicans-alabamas-runoff-election/']
Robert,Gelbard,['http://thepavlovictoday.com/afterimage-review/despite-tried-war-crimes-haradinaj-new-kosovo-pm/']
Bob,Diamond,['http://www.newtimes.co.rw/section/read/220115/']
Barney,Osher,['http://www.sfchronicle.com/entertainment/garchik/article/Symphony-opener-Grinning-right-back-at-Yo-Yo-Ma-12202005.php']
Kevin,Starr,['http://bangaloreweekly.com/2017-09-17-global-blood-therapeutics-inc-gbt-stake-maintained-by-eventide-asset-management-llc/']
Bernard,Osher,['http://www.ebar.com/arts/art_article.php%3Fsec%3Dmusic%26article%3D1620']
Phillip,Frost,['https://www.gurufocus.com/news/567301/weekly-ceo-buys-highlights']
Phillip,Frost,['https://www.equities.com/news/opko-health-inc-opk-moves-lower-on-volume-spike-for-september-15']
Kevin,Starr,['http://bangaloreweekly.com/2017-09-15-blueprint-medicines-corporation-bpmc-shares-bought-by-deerfield-management-co/']
Amy,Walter,"['http://www.pbs.org/newshour/bb/trump-gain-politically-attacking-nfl-players/', 'https://scrummagazine.com/university-rugby-teams-put-show/']"
Amy,Walter,['http://www.pbs.org/newshour/rundown/trump-nfl-change-business-going-go-hell/']
Kevin,Starr,['https://www.truebluetribune.com/2017/09/19/kevin-p-starr-sells-201250-shares-of-myokardia-inc-myok-stock.html']
Kevin,Starr,['https://stocknewstimes.com/2017/09/20/myokardia-inc-myok-director-kevin-p-starr-sells-201250-shares-of-stock.html']
Kevin,Starr,['https://www.truebluetribune.com/2017/09/27/kevin-p-starr-sells-201250-shares-of-myokardia-inc-myok-stock.html']
Randy,Papadellis,['http://www.foodbusinessnews.net/articles/news_home/Business_News/2017/09/Ocean_Spray_taps_Mars_veteran.aspx%3FID%3D%7BAF99A41C-84BC-408D-B8D4-3077AB707C0D%7D']
Barney,Osher,['http://www.ebar.com/arts/art_article.php%3Fsec%3Dmusic%26article%3D1620']
Bernard,Osher,"['http://www.sfgate.com/music/article/A-glorious-night-with-Ma-and-the-Symphony-12201613.php', 'http://www.sfexaminer.com/yo-yo-ma-joins-mtt-sf-symphony-for-festive-2017-gala/']"
Bernard,Osher,['https://www.dcourier.com/news/2017/sep/23/wanted-lifelong-learners/']
